user_id,avg_days_between_orders,customer_segment,discount_percent
86,19.41176470588235,Loyal Shopper,5
87,10.222222222222221,Occasional Shopper,15
88,18.285714285714285,Loyal Shopper,5
89,9.2,Occasional Shopper,15
90,3.4507042253521125,Occasional Shopper,15
91,10.066666666666666,Occasional Shopper,15
92,24.0,Inactive User,20
93,12.714285714285714,Regular Shopper,10
94,16.333333333333332,Regular Shopper,10
95,21.125,Loyal Shopper,5
96,12.625,Regular Shopper,10
97,20.4,Loyal Shopper,5
98,21.0,Loyal Shopper,5
99,17.944444444444443,Loyal Shopper,5
100,26.8,Inactive User,20
101,14.55,Regular Shopper,10
102,25.833333333333332,Inactive User,20
103,12.352941176470589,Regular Shopper,10
104,17.2,Loyal Shopper,5
105,21.571428571428573,Loyal Shopper,5
106,9.333333333333334,Occasional Shopper,15
107,16.133333333333333,Regular Shopper,10
108,19.857142857142858,Loyal Shopper,5
109,20.166666666666668,Loyal Shopper,5
110,15.75,Regular Shopper,10
111,17.714285714285715,Loyal Shopper,5
112,7.923076923076923,Occasional Shopper,15
113,16.2,Regular Shopper,10
114,6.75,Occasional Shopper,15
115,16.333333333333332,Regular Shopper,10
116,12.5,Regular Shopper,10
117,19.454545454545453,Loyal Shopper,5
118,13.296296296296296,Regular Shopper,10
119,18.333333333333332,Loyal Shopper,5
120,21.333333333333332,Loyal Shopper,5
121,20.5,Loyal Shopper,5
122,8.689655172413794,Occasional Shopper,15
123,20.4,Loyal Shopper,5
124,15.875,Regular Shopper,10
125,11.76923076923077,Regular Shopper,10
126,24.1,Inactive User,20
127,13.058823529411764,Regular Shopper,10
128,16.363636363636363,Regular Shopper,10
129,9.545454545454545,Occasional Shopper,15
130,24.0,Inactive User,20
131,19.333333333333332,Loyal Shopper,5
132,3.4166666666666665,Occasional Shopper,15
133,6.65,Occasional Shopper,15
134,22.166666666666668,Loyal Shopper,5
135,13.25,Regular Shopper,10
136,15.75,Regular Shopper,10
137,22.166666666666668,Loyal Shopper,5
138,11.125,Regular Shopper,10
139,12.5,Regular Shopper,10
140,4.802631578947368,Occasional Shopper,15
141,7.75,Occasional Shopper,15
142,7.155555555555556,Occasional Shopper,15
143,8.0,Occasional Shopper,15
144,7.285714285714286,Occasional Shopper,15
145,7.0,Occasional Shopper,15
146,9.075,Occasional Shopper,15
147,17.0,Loyal Shopper,5
148,9.857142857142858,Occasional Shopper,15
149,16.933333333333334,Loyal Shopper,5
150,10.483870967741936,Regular Shopper,10
151,6.636363636363637,Occasional Shopper,15
152,5.569230769230769,Occasional Shopper,15
153,11.052631578947368,Regular Shopper,10
154,9.542857142857143,Occasional Shopper,15
155,15.318181818181818,Regular Shopper,10
156,9.333333333333334,Occasional Shopper,15
157,5.0,Occasional Shopper,15
158,17.4,Loyal Shopper,5
159,24.0,Inactive User,20
160,14.5,Regular Shopper,10
161,16.65,Loyal Shopper,5
162,5.5,Occasional Shopper,15
163,9.090909090909092,Occasional Shopper,15
164,17.3,Loyal Shopper,5
165,22.285714285714285,Loyal Shopper,5
166,22.833333333333332,Loyal Shopper,5
167,17.4,Loyal Shopper,5
168,8.681818181818182,Occasional Shopper,15
169,19.833333333333332,Loyal Shopper,5
170,30.0,Inactive User,20
171,10.333333333333334,Regular Shopper,10
172,12.166666666666666,Regular Shopper,10
173,6.045454545454546,Occasional Shopper,15
174,11.185185185185185,Regular Shopper,10
175,5.260869565217392,Occasional Shopper,15
176,23.0,Loyal Shopper,5
177,6.571428571428571,Occasional Shopper,15
178,13.8,Regular Shopper,10
179,19.0,Loyal Shopper,5
180,25.166666666666668,Inactive User,20
181,21.2,Loyal Shopper,5
182,12.5,Regular Shopper,10
183,15.25,Regular Shopper,10
184,23.545454545454547,Inactive User,20
185,29.166666666666668,Inactive User,20
186,12.714285714285714,Regular Shopper,10
187,6.875,Occasional Shopper,15
188,7.0,Occasional Shopper,15
189,14.818181818181818,Regular Shopper,10
190,14.647058823529411,Regular Shopper,10
191,4.75,Occasional Shopper,15
192,29.8,Inactive User,20
193,18.4,Loyal Shopper,5
194,16.0,Regular Shopper,10
195,5.482758620689655,Occasional Shopper,15
196,22.0,Loyal Shopper,5
197,3.6,Occasional Shopper,15
198,14.8,Regular Shopper,10
199,15.666666666666666,Regular Shopper,10
200,22.0,Loyal Shopper,5
201,9.857142857142858,Occasional Shopper,15
202,19.307692307692307,Loyal Shopper,5
203,20.0,Loyal Shopper,5
204,6.293103448275862,Occasional Shopper,15
205,14.333333333333334,Regular Shopper,10
206,12.392857142857142,Regular Shopper,10
207,24.666666666666668,Inactive User,20
208,9.666666666666666,Occasional Shopper,15
209,12.68421052631579,Regular Shopper,10
210,3.3333333333333335,Occasional Shopper,15
211,7.25,Occasional Shopper,15
212,14.833333333333334,Regular Shopper,10
213,17.0,Loyal Shopper,5
214,11.666666666666666,Regular Shopper,10
215,26.2,Inactive User,20
216,14.705882352941176,Regular Shopper,10
217,18.727272727272727,Loyal Shopper,5
218,14.333333333333334,Regular Shopper,10
219,10.272727272727273,Regular Shopper,10
220,18.1875,Loyal Shopper,5
221,11.608695652173912,Regular Shopper,10
222,5.214285714285714,Occasional Shopper,15
223,7.428571428571429,Occasional Shopper,15
224,17.666666666666668,Loyal Shopper,5
225,15.454545454545455,Regular Shopper,10
226,14.19047619047619,Regular Shopper,10
227,8.741935483870968,Occasional Shopper,15
228,8.0,Occasional Shopper,15
229,13.764705882352942,Regular Shopper,10
230,21.3,Loyal Shopper,5
231,15.666666666666666,Regular Shopper,10
232,7.833333333333333,Occasional Shopper,15
233,8.4,Occasional Shopper,15
234,8.69047619047619,Occasional Shopper,15
235,11.380952380952381,Regular Shopper,10
236,5.933333333333334,Occasional Shopper,15
237,8.625,Occasional Shopper,15
238,14.833333333333334,Regular Shopper,10
239,19.4,Loyal Shopper,5
240,23.0,Loyal Shopper,5
241,11.928571428571429,Regular Shopper,10
242,12.375,Regular Shopper,10
243,12.25925925925926,Regular Shopper,10
244,15.142857142857142,Regular Shopper,10
245,28.0,Inactive User,20
246,13.6,Regular Shopper,10
247,21.8,Loyal Shopper,5
248,6.172413793103448,Occasional Shopper,15
249,7.111111111111111,Occasional Shopper,15
250,18.454545454545453,Loyal Shopper,5
251,15.5,Regular Shopper,10
252,26.0,Inactive User,20
253,12.0,Regular Shopper,10
254,4.454545454545454,Occasional Shopper,15
255,19.25,Loyal Shopper,5
256,18.11111111111111,Loyal Shopper,5
257,4.5,Occasional Shopper,15
258,8.708333333333334,Occasional Shopper,15
259,13.0,Regular Shopper,10
260,10.588235294117647,Regular Shopper,10
261,3.75,Occasional Shopper,15
262,7.288888888888889,Occasional Shopper,15
263,8.666666666666666,Occasional Shopper,15
264,11.482758620689655,Regular Shopper,10
265,17.571428571428573,Loyal Shopper,5
266,13.4,Regular Shopper,10
267,23.666666666666668,Inactive User,20
268,22.11111111111111,Loyal Shopper,5
269,30.0,Inactive User,20
270,12.227272727272727,Regular Shopper,10
271,19.0,Loyal Shopper,5
272,15.11111111111111,Regular Shopper,10
273,14.421052631578947,Regular Shopper,10
274,18.714285714285715,Loyal Shopper,5
275,11.071428571428571,Regular Shopper,10
276,15.11111111111111,Regular Shopper,10
277,12.666666666666666,Regular Shopper,10
278,2.838235294117647,Occasional Shopper,15
279,19.0,Loyal Shopper,5
280,8.609756097560975,Occasional Shopper,15
281,9.733333333333333,Occasional Shopper,15
282,18.0,Loyal Shopper,5
283,20.6,Loyal Shopper,5
284,18.5,Loyal Shopper,5
285,21.75,Loyal Shopper,5
286,12.666666666666666,Regular Shopper,10
287,5.928571428571429,Occasional Shopper,15
288,26.666666666666668,Inactive User,20
289,7.020408163265306,Occasional Shopper,15
290,7.137254901960785,Occasional Shopper,15
291,12.75,Regular Shopper,10
292,20.375,Loyal Shopper,5
293,20.625,Loyal Shopper,5
294,12.8,Regular Shopper,10
295,5.391304347826087,Occasional Shopper,15
296,6.333333333333333,Occasional Shopper,15
297,23.727272727272727,Inactive User,20
298,18.333333333333332,Loyal Shopper,5
299,19.0,Loyal Shopper,5
300,6.157894736842105,Occasional Shopper,15
301,13.444444444444445,Regular Shopper,10
302,12.7,Regular Shopper,10
303,14.375,Regular Shopper,10
304,8.071428571428571,Occasional Shopper,15
305,30.0,Inactive User,20
306,14.208333333333334,Regular Shopper,10
307,10.617647058823529,Regular Shopper,10
308,11.666666666666666,Regular Shopper,10
309,1.0,Occasional Shopper,15
310,3.3333333333333335,Occasional Shopper,15
311,8.8,Occasional Shopper,15
312,19.25,Loyal Shopper,5
313,1.7272727272727273,Occasional Shopper,15
314,25.8,Inactive User,20
315,14.75,Regular Shopper,10
316,11.095238095238095,Regular Shopper,10
317,14.75,Regular Shopper,10
318,15.571428571428571,Regular Shopper,10
319,3.875,Occasional Shopper,15
320,15.0,Regular Shopper,10
321,11.030303030303031,Regular Shopper,10
322,17.928571428571427,Loyal Shopper,5
323,2.4507042253521125,Occasional Shopper,15
324,18.363636363636363,Loyal Shopper,5
325,17.285714285714285,Loyal Shopper,5
326,14.4,Regular Shopper,10
327,5.507936507936508,Occasional Shopper,15
328,15.583333333333334,Regular Shopper,10
329,18.375,Loyal Shopper,5
330,25.142857142857142,Inactive User,20
331,25.375,Inactive User,20
332,8.916666666666666,Occasional Shopper,15
333,19.5,Loyal Shopper,5
334,5.666666666666667,Occasional Shopper,15
335,17.0,Loyal Shopper,5
336,4.363636363636363,Occasional Shopper,15
337,21.333333333333332,Loyal Shopper,5
338,26.2,Inactive User,20
339,13.666666666666666,Regular Shopper,10
340,10.0,Occasional Shopper,15
341,17.454545454545453,Loyal Shopper,5
342,17.4375,Loyal Shopper,5
343,25.0,Inactive User,20
344,16.0,Regular Shopper,10
345,26.333333333333332,Inactive User,20
346,24.333333333333332,Inactive User,20
347,9.666666666666666,Occasional Shopper,15
348,10.857142857142858,Regular Shopper,10
349,14.285714285714286,Regular Shopper,10
350,8.0,Occasional Shopper,15
351,13.285714285714286,Regular Shopper,10
352,22.8,Loyal Shopper,5
353,14.909090909090908,Regular Shopper,10
354,25.2,Inactive User,20
355,16.0,Regular Shopper,10
356,16.0,Regular Shopper,10
357,13.0,Regular Shopper,10
358,24.714285714285715,Inactive User,20
359,17.733333333333334,Loyal Shopper,5
360,3.6666666666666665,Occasional Shopper,15
361,15.666666666666666,Regular Shopper,10
362,10.818181818181818,Regular Shopper,10
363,9.916666666666666,Occasional Shopper,15
364,14.277777777777779,Regular Shopper,10
365,9.866666666666667,Occasional Shopper,15
366,12.666666666666666,Regular Shopper,10
367,23.25,Inactive User,20
368,21.5,Loyal Shopper,5
369,15.5,Regular Shopper,10
370,9.703703703703704,Occasional Shopper,15
371,18.333333333333332,Loyal Shopper,5
372,21.25,Loyal Shopper,5
373,6.137931034482759,Occasional Shopper,15
374,19.5,Loyal Shopper,5
375,20.142857142857142,Loyal Shopper,5
376,20.375,Loyal Shopper,5
377,21.0,Loyal Shopper,5
378,23.875,Inactive User,20
379,10.578947368421053,Regular Shopper,10
380,14.25,Regular Shopper,10
381,13.9375,Regular Shopper,10
382,10.413793103448276,Regular Shopper,10
383,19.88888888888889,Loyal Shopper,5
384,19.555555555555557,Loyal Shopper,5
385,28.75,Inactive User,20
386,20.5,Loyal Shopper,5
387,11.5,Regular Shopper,10
388,23.9,Inactive User,20
389,12.5,Regular Shopper,10
390,13.772727272727273,Regular Shopper,10
391,7.6521739130434785,Occasional Shopper,15
392,16.666666666666668,Loyal Shopper,5
393,19.2,Loyal Shopper,5
394,27.0,Inactive User,20
395,20.666666666666668,Loyal Shopper,5
396,15.166666666666666,Regular Shopper,10
397,4.666666666666667,Occasional Shopper,15
398,6.830188679245283,Occasional Shopper,15
399,12.666666666666666,Regular Shopper,10
400,27.0,Inactive User,20
401,14.5,Regular Shopper,10
402,13.5,Regular Shopper,10
403,11.0625,Regular Shopper,10
404,13.5,Regular Shopper,10
405,22.4,Loyal Shopper,5
406,17.0,Loyal Shopper,5
407,16.75,Loyal Shopper,5
408,28.0,Inactive User,20
409,4.22093023255814,Occasional Shopper,15
410,6.142857142857143,Occasional Shopper,15
411,19.818181818181817,Loyal Shopper,5
412,21.25,Loyal Shopper,5
413,8.0,Occasional Shopper,15
414,26.666666666666668,Inactive User,20
415,16.666666666666668,Loyal Shopper,5
416,27.666666666666668,Inactive User,20
417,20.22222222222222,Loyal Shopper,5
418,22.25,Loyal Shopper,5
419,10.166666666666666,Occasional Shopper,15
420,11.136363636363637,Regular Shopper,10
421,21.333333333333332,Loyal Shopper,5
422,9.296296296296296,Occasional Shopper,15
423,8.69047619047619,Occasional Shopper,15
424,18.5,Loyal Shopper,5
425,14.714285714285714,Regular Shopper,10
426,16.076923076923077,Regular Shopper,10
427,21.0,Loyal Shopper,5
428,30.0,Inactive User,20
429,11.931034482758621,Regular Shopper,10
430,10.375,Regular Shopper,10
431,8.555555555555555,Occasional Shopper,15
432,6.480769230769231,Occasional Shopper,15
433,19.2,Loyal Shopper,5
434,11.25,Regular Shopper,10
435,14.461538461538462,Regular Shopper,10
436,9.625,Occasional Shopper,15
437,16.526315789473685,Loyal Shopper,5
438,8.727272727272727,Occasional Shopper,15
439,19.333333333333332,Loyal Shopper,5
440,8.555555555555555,Occasional Shopper,15
441,21.5,Loyal Shopper,5
442,18.5,Loyal Shopper,5
443,14.5,Regular Shopper,10
444,5.619047619047619,Occasional Shopper,15
445,21.75,Loyal Shopper,5
446,24.0,Inactive User,20
447,18.2,Loyal Shopper,5
448,10.181818181818182,Occasional Shopper,15
449,10.142857142857142,Occasional Shopper,15
450,16.764705882352942,Loyal Shopper,5
451,9.28125,Occasional Shopper,15
452,5.75,Occasional Shopper,15
453,18.307692307692307,Loyal Shopper,5
454,6.407407407407407,Occasional Shopper,15
455,3.5714285714285716,Occasional Shopper,15
456,18.166666666666668,Loyal Shopper,5
457,18.5,Loyal Shopper,5
458,14.928571428571429,Regular Shopper,10
459,11.869565217391305,Regular Shopper,10
460,27.666666666666668,Inactive User,20
461,29.5,Inactive User,20
462,5.711864406779661,Occasional Shopper,15
463,19.0,Loyal Shopper,5
464,7.428571428571429,Occasional Shopper,15
465,8.25,Occasional Shopper,15
466,11.483870967741936,Regular Shopper,10
467,10.6,Regular Shopper,10
468,27.166666666666668,Inactive User,20
469,23.25,Inactive User,20
470,7.5625,Occasional Shopper,15
471,10.833333333333334,Regular Shopper,10
472,26.0,Inactive User,20
473,7.7272727272727275,Occasional Shopper,15
474,7.793103448275862,Occasional Shopper,15
475,9.464285714285714,Occasional Shopper,15
476,16.0625,Regular Shopper,10
477,12.25,Regular Shopper,10
478,19.0,Loyal Shopper,5
479,13.956521739130435,Regular Shopper,10
480,4.083333333333333,Occasional Shopper,15
481,10.0,Occasional Shopper,15
482,16.22222222222222,Regular Shopper,10
483,15.0,Regular Shopper,10
484,23.9,Inactive User,20
485,12.083333333333334,Regular Shopper,10
486,20.25,Loyal Shopper,5
487,9.848484848484848,Occasional Shopper,15
488,24.166666666666668,Inactive User,20
489,17.142857142857142,Loyal Shopper,5
490,19.666666666666668,Loyal Shopper,5
491,27.333333333333332,Inactive User,20
492,9.8,Occasional Shopper,15
493,11.571428571428571,Regular Shopper,10
494,19.0,Loyal Shopper,5
495,13.416666666666666,Regular Shopper,10
496,3.4146341463414633,Occasional Shopper,15
497,11.88888888888889,Regular Shopper,10
498,20.5,Loyal Shopper,5
499,5.0,Occasional Shopper,15
500,15.666666666666666,Regular Shopper,10
501,24.833333333333332,Inactive User,20
502,17.571428571428573,Loyal Shopper,5
503,10.0,Occasional Shopper,15
504,25.0,Inactive User,20
505,20.666666666666668,Loyal Shopper,5
506,25.5,Inactive User,20
507,9.142857142857142,Occasional Shopper,15
508,11.631578947368421,Regular Shopper,10
509,20.181818181818183,Loyal Shopper,5
510,5.666666666666667,Occasional Shopper,15
511,22.6,Loyal Shopper,5
512,20.25,Loyal Shopper,5
513,12.666666666666666,Regular Shopper,10
514,9.8,Occasional Shopper,15
515,12.421052631578947,Regular Shopper,10
516,3.924731182795699,Occasional Shopper,15
517,9.0,Occasional Shopper,15
518,24.4,Inactive User,20
519,15.6,Regular Shopper,10
520,11.206896551724139,Regular Shopper,10
521,23.166666666666668,Inactive User,20
522,23.1,Inactive User,20
523,20.25,Loyal Shopper,5
524,26.4,Inactive User,20
525,10.0,Occasional Shopper,15
526,17.25,Loyal Shopper,5
527,29.333333333333332,Inactive User,20
528,10.411764705882353,Regular Shopper,10
529,6.38,Occasional Shopper,15
530,7.0,Occasional Shopper,15
531,11.793103448275861,Regular Shopper,10
532,23.5,Inactive User,20
533,21.25,Loyal Shopper,5
534,17.142857142857142,Loyal Shopper,5
535,8.714285714285714,Occasional Shopper,15
536,25.333333333333332,Inactive User,20
537,13.8,Regular Shopper,10
538,13.115384615384615,Regular Shopper,10
539,17.764705882352942,Loyal Shopper,5
540,14.0,Regular Shopper,10
541,22.4,Loyal Shopper,5
542,14.666666666666666,Regular Shopper,10
543,13.545454545454545,Regular Shopper,10
544,15.75,Regular Shopper,10
545,12.0,Regular Shopper,10
546,26.166666666666668,Inactive User,20
547,5.8,Occasional Shopper,15
548,19.0,Loyal Shopper,5
549,16.9,Loyal Shopper,5
550,13.5,Regular Shopper,10
551,20.8,Loyal Shopper,5
552,13.0,Regular Shopper,10
553,20.77777777777778,Loyal Shopper,5
554,25.666666666666668,Inactive User,20
555,18.545454545454547,Loyal Shopper,5
556,3.0,Occasional Shopper,15
557,25.4,Inactive User,20
558,7.185185185185185,Occasional Shopper,15
559,12.454545454545455,Regular Shopper,10
560,7.735294117647059,Occasional Shopper,15
561,20.75,Loyal Shopper,5
562,4.568627450980392,Occasional Shopper,15
563,11.6,Regular Shopper,10
564,23.77777777777778,Inactive User,20
565,17.2,Loyal Shopper,5
566,19.846153846153847,Loyal Shopper,5
567,15.047619047619047,Regular Shopper,10
568,15.0,Regular Shopper,10
569,30.0,Inactive User,20
570,17.333333333333332,Loyal Shopper,5
571,19.5,Loyal Shopper,5
572,8.0,Occasional Shopper,15
573,13.733333333333333,Regular Shopper,10
574,15.181818181818182,Regular Shopper,10
575,22.0,Loyal Shopper,5
576,26.833333333333332,Inactive User,20
577,13.8,Regular Shopper,10
578,17.666666666666668,Loyal Shopper,5
579,28.333333333333332,Inactive User,20
580,15.333333333333334,Regular Shopper,10
581,30.0,Inactive User,20
582,15.142857142857142,Regular Shopper,10
583,9.823529411764707,Occasional Shopper,15
584,12.125,Regular Shopper,10
585,19.272727272727273,Loyal Shopper,5
586,20.5,Loyal Shopper,5
587,12.583333333333334,Regular Shopper,10
588,12.555555555555555,Regular Shopper,10
589,14.75,Regular Shopper,10
590,12.5,Regular Shopper,10
591,3.4285714285714284,Occasional Shopper,15
592,21.25,Loyal Shopper,5
593,16.352941176470587,Regular Shopper,10
594,28.2,Inactive User,20
595,24.428571428571427,Inactive User,20
596,5.625,Occasional Shopper,15
597,23.0,Loyal Shopper,5
598,11.0,Regular Shopper,10
599,5.40625,Occasional Shopper,15
600,8.857142857142858,Occasional Shopper,15
601,15.666666666666666,Regular Shopper,10
602,8.0,Occasional Shopper,15
603,21.8,Loyal Shopper,5
604,12.518518518518519,Regular Shopper,10
605,19.0,Loyal Shopper,5
606,9.766666666666667,Occasional Shopper,15
607,16.6,Loyal Shopper,5
608,18.615384615384617,Loyal Shopper,5
609,18.22222222222222,Loyal Shopper,5
610,11.333333333333334,Regular Shopper,10
611,13.8125,Regular Shopper,10
612,8.76923076923077,Occasional Shopper,15
613,7.916666666666667,Occasional Shopper,15
614,26.666666666666668,Inactive User,20
615,25.5,Inactive User,20
616,10.964285714285714,Regular Shopper,10
617,7.1,Occasional Shopper,15
618,10.814814814814815,Regular Shopper,10
619,23.0,Loyal Shopper,5
620,29.6,Inactive User,20
621,22.5,Loyal Shopper,5
622,24.2,Inactive User,20
623,19.363636363636363,Loyal Shopper,5
624,22.333333333333332,Loyal Shopper,5
625,17.666666666666668,Loyal Shopper,5
626,2.74468085106383,Occasional Shopper,15
627,30.0,Inactive User,20
628,26.333333333333332,Inactive User,20
629,23.142857142857142,Inactive User,20
630,8.463414634146341,Occasional Shopper,15
631,19.0,Loyal Shopper,5
632,16.0,Regular Shopper,10
633,23.25,Inactive User,20
634,13.363636363636363,Regular Shopper,10
635,14.782608695652174,Regular Shopper,10
636,12.952380952380953,Regular Shopper,10
637,13.588235294117647,Regular Shopper,10
638,14.2,Regular Shopper,10
639,13.0,Regular Shopper,10
640,10.333333333333334,Regular Shopper,10
641,8.206896551724139,Occasional Shopper,15
642,20.5,Loyal Shopper,5
643,19.22222222222222,Loyal Shopper,5
644,6.333333333333333,Occasional Shopper,15
645,6.717948717948718,Occasional Shopper,15
646,6.482142857142857,Occasional Shopper,15
647,13.0,Regular Shopper,10
648,24.0,Inactive User,20
649,8.066666666666666,Occasional Shopper,15
650,16.0,Regular Shopper,10
651,6.071428571428571,Occasional Shopper,15
652,3.610526315789474,Occasional Shopper,15
653,12.04,Regular Shopper,10
654,8.5,Occasional Shopper,15
655,4.67948717948718,Occasional Shopper,15
656,23.0,Loyal Shopper,5
657,9.333333333333334,Occasional Shopper,15
658,11.15625,Regular Shopper,10
659,21.0,Loyal Shopper,5
660,21.444444444444443,Loyal Shopper,5
661,13.11111111111111,Regular Shopper,10
662,13.916666666666666,Regular Shopper,10
663,17.25,Loyal Shopper,5
664,23.714285714285715,Inactive User,20
665,13.095238095238095,Regular Shopper,10
666,30.0,Inactive User,20
667,4.493333333333333,Occasional Shopper,15
668,18.0,Loyal Shopper,5
669,8.107142857142858,Occasional Shopper,15
670,19.6,Loyal Shopper,5
671,25.125,Inactive User,20
672,14.38888888888889,Regular Shopper,10
673,18.666666666666668,Loyal Shopper,5
674,7.5,Occasional Shopper,15
675,22.0,Loyal Shopper,5
676,21.818181818181817,Loyal Shopper,5
677,20.6,Loyal Shopper,5
678,11.571428571428571,Regular Shopper,10
679,21.0,Loyal Shopper,5
680,19.5,Loyal Shopper,5
681,10.8,Regular Shopper,10
682,12.736842105263158,Regular Shopper,10
683,20.0,Loyal Shopper,5
684,7.1923076923076925,Occasional Shopper,15
685,20.5,Loyal Shopper,5
686,18.0,Loyal Shopper,5
687,13.210526315789474,Regular Shopper,10
688,4.238095238095238,Occasional Shopper,15
689,30.0,Inactive User,20
690,3.393939393939394,Occasional Shopper,15
691,13.772727272727273,Regular Shopper,10
692,19.818181818181817,Loyal Shopper,5
693,13.4,Regular Shopper,10
694,22.625,Loyal Shopper,5
695,4.333333333333333,Occasional Shopper,15
696,9.210526315789474,Occasional Shopper,15
697,17.2,Loyal Shopper,5
698,28.6,Inactive User,20
699,9.86111111111111,Occasional Shopper,15
700,2.25,Occasional Shopper,15
701,25.714285714285715,Inactive User,20
702,11.73076923076923,Regular Shopper,10
703,7.222222222222222,Occasional Shopper,15
704,15.5,Regular Shopper,10
705,17.833333333333332,Loyal Shopper,5
706,17.9,Loyal Shopper,5
707,19.416666666666668,Loyal Shopper,5
708,20.785714285714285,Loyal Shopper,5
709,6.8,Occasional Shopper,15
710,15.875,Regular Shopper,10
711,12.8,Regular Shopper,10
712,30.0,Inactive User,20
713,12.8,Regular Shopper,10
714,17.133333333333333,Loyal Shopper,5
715,15.615384615384615,Regular Shopper,10
716,11.75,Regular Shopper,10
717,9.428571428571429,Occasional Shopper,15
718,29.333333333333332,Inactive User,20
719,5.027777777777778,Occasional Shopper,15
720,14.608695652173912,Regular Shopper,10
721,10.5,Regular Shopper,10
722,16.375,Regular Shopper,10
723,19.384615384615383,Loyal Shopper,5
724,22.333333333333332,Loyal Shopper,5
725,13.11111111111111,Regular Shopper,10
726,19.142857142857142,Loyal Shopper,5
727,16.61904761904762,Loyal Shopper,5
728,17.38888888888889,Loyal Shopper,5
729,6.169491525423729,Occasional Shopper,15
730,18.727272727272727,Loyal Shopper,5
731,14.88888888888889,Regular Shopper,10
732,8.902439024390244,Occasional Shopper,15
733,19.5,Loyal Shopper,5
734,14.714285714285714,Regular Shopper,10
735,7.777777777777778,Occasional Shopper,15
736,24.0,Inactive User,20
737,11.333333333333334,Regular Shopper,10
738,25.428571428571427,Inactive User,20
739,30.0,Inactive User,20
740,8.2,Occasional Shopper,15
741,7.827586206896552,Occasional Shopper,15
742,18.076923076923077,Loyal Shopper,5
743,16.0,Regular Shopper,10
744,22.0,Loyal Shopper,5
745,8.11111111111111,Occasional Shopper,15
746,16.0,Regular Shopper,10
747,21.142857142857142,Loyal Shopper,5
748,14.666666666666666,Regular Shopper,10
749,11.777777777777779,Regular Shopper,10
750,22.0,Loyal Shopper,5
751,29.666666666666668,Inactive User,20
