user_id_x,order_id,final_discount
437,2236871,15
438,2029736,15
441,1454689,15
442,2623337,15
444,113754,20
446,1848722,15
448,1110720,15
449,3244965,15
452,1439514,15
453,1881413,15
454,2769206,15
456,2908601,15
457,2212127,15
459,683205,15
465,362051,15
466,3293782,20
468,2046585,15
469,2455208,15
470,2000464,15
471,417305,15
472,2010297,15
473,1739738,15
475,1714467,15
476,461914,15
477,3054083,15
478,638714,15
479,1944317,15
480,1039817,15
481,1528819,15
483,659655,15
484,1439424,15
486,3101204,20
487,1290287,15
488,2479559,20
489,29983,15
490,149666,15
491,1191993,15
493,1108486,20
494,3126335,20
495,1614375,15
497,863691,15
499,188500,20
501,3395420,15
502,709201,20
504,54762,20
506,395479,15
509,2692766,15
511,797018,20
512,707985,15
513,2298416,15
514,1011563,15
515,3241378,15
517,2831272,15
518,672357,15
519,1949670,15
520,2101076,15
521,1302095,15
523,2542317,15
524,2588977,15
525,2346527,15
526,2569637,15
527,497783,15
528,229361,20
530,2337367,15
531,3363870,15
532,1409734,15
533,17906,15
534,1379536,15
536,3276697,20
538,3004135,15
540,2724968,15
541,1043105,15
542,1726118,15
544,2063685,15
545,1229133,15
546,1340939,15
547,1074772,15
549,1291650,15
550,1608919,15
552,1820107,15
554,1445911,20
555,2405239,20
558,451330,15
559,1527883,15
560,2019153,15
561,3235100,15
562,3125190,15
563,3065466,20
565,2101825,15
566,3357236,15
567,241538,20
568,2178585,15
569,3158741,15
570,2379791,15
571,271797,15
572,1609767,15
573,1144354,15
575,1232929,20
577,1241717,15
580,2127621,15
582,1044486,20
584,2576004,15
585,2244404,15
586,29486,15
587,3054234,15
591,2150770,15
592,530341,15
593,2918511,15
594,2713339,15
595,3263278,15
597,1816326,15
599,1859940,15
600,102931,20
602,2372949,15
603,1220744,15
604,205105,15
605,3733,15
606,2857725,15
607,339577,15
608,531078,15
609,1882095,15
611,3293848,15
612,2830734,20
614,2558969,15
616,437954,20
617,192822,15
619,2413078,15
620,416736,15
623,2725594,15
625,821898,15
626,1017699,15
628,1933130,15
632,415087,15
634,3298943,15
636,1866656,15
637,1974079,15
638,151039,15
639,2125060,15
641,2081127,15
644,2342041,15
646,428232,20
647,1224638,15
648,1549043,15
649,78051,15
650,2316417,15
655,1408873,15
657,2901230,15
667,812040,15
669,1035261,15
670,3267146,15
671,219986,15
672,1600279,15
674,2376860,15
676,632715,15
677,1735653,15
680,1405257,15
682,783434,15
684,1696391,15
685,143284,20
687,2810951,15
689,1204921,20
690,3327840,15
691,1379024,15
692,1842223,15
694,2524486,15
695,1063245,15
696,2643096,15
697,2451495,15
699,2154325,15
700,3002915,15
703,261370,15
704,2127707,15
705,959637,15
707,1191841,15
708,1202012,15
709,1307498,15
710,1054283,15
711,2357159,15
712,219467,15
713,398828,15
714,1985172,15
715,1122780,15
716,67479,15
717,944659,15
718,921692,15
719,3107150,15
722,2059831,15
723,1368829,15
724,3096583,15
725,251996,15
726,3264066,15
727,1504712,15
728,2793933,15
729,1738759,15
731,1550154,15
733,1387253,15
735,1378817,15
736,1166135,20
737,275130,15
741,1436723,15
742,223389,15
743,60905,15
746,1403740,15
748,553676,20
749,2726080,15
750,3205651,15
751,63770,15
753,565931,15
754,3197269,15
755,2919312,15
756,64766,20
757,14287,15
759,2877517,15
760,1167274,15
761,440384,20
765,2914876,15
767,1556053,15
768,2667408,15
769,2112754,15
770,2871469,15
774,49291,15
775,3116656,15
776,2248477,15
777,2110387,15
779,2354554,15
781,1971243,15
782,888267,15
783,980285,15
784,2208324,15
786,90628,15
788,3070078,15
789,303762,15
790,1515554,15
792,2227916,15
795,2038177,15
796,556139,15
797,670090,15
799,2513420,15
800,2558109,15
801,1553088,15
803,1181590,15
804,3347074,15
805,1089130,15
808,3056331,15
809,1941111,15
814,975061,15
816,2445,15
818,1786829,15
820,2626310,15
821,917873,15
822,3067908,15
824,2331570,15
829,2943041,15
831,985778,15
833,683623,20
835,2934974,15
836,2054288,15
838,874570,15
839,1504504,20
840,2391548,15
841,2932543,20
844,2802645,15
845,1537934,15
846,129013,15
847,2436377,15
848,1241668,15
849,1114234,15
852,92317,15
854,3415312,15
855,265281,15
856,2322058,15
857,83856,15
859,1652829,15
863,2232869,20
864,20460,15
865,692135,15
866,592557,20
867,2648197,15
868,1963578,15
871,3373111,15
872,1526056,15
873,2144171,20
874,1088647,15
875,1534424,15
879,2376580,15
880,718132,15
881,2716795,15
882,26968,15
883,1604634,15
884,1666193,15
885,1305670,15
886,556180,15
887,2689040,15
888,509989,15
889,2689584,15
890,3353496,20
891,846979,15
892,3271309,15
895,1393688,15
897,3036648,20
898,631808,15
899,1880459,15
900,1196150,20
901,1750098,15
905,1729675,15
906,968909,15
907,979263,15
909,374322,15
913,2742119,15
915,309741,20
916,1806432,15
917,3330301,15
919,2444452,15
920,1498776,15
921,757211,15
922,1148045,15
923,15213,15
925,2435106,15
928,1058952,15
929,914910,15
930,700471,15
932,1261929,20
933,178268,15
934,1988586,15
935,1832849,15
936,3202163,15
937,2107544,15
938,1148938,15
939,3108576,15
940,2180302,15
941,2314737,15
943,1876414,15
944,127522,15
946,1739018,15
947,3277128,15
948,951151,15
949,2136949,15
950,3339284,15
951,809820,15
952,1182819,15
953,3419642,15
954,1100805,15
956,967656,15
957,2638832,15
958,3138460,15
962,1888855,15
967,244128,15
968,1288850,15
970,1080892,15
971,2109659,15
973,2073686,20
974,3202493,15
976,1441412,15
977,1826689,20
979,2188922,15
981,2555679,15
982,1759116,20
983,547273,15
984,96292,15
985,3215722,15
986,2753827,15
987,411854,15
989,395208,15
990,122224,15
991,910179,15
992,3289231,15
994,637980,15
996,1982039,15
1000,903956,15
1002,1056108,15
1003,1392921,15
1006,252897,15
1007,355501,15
1008,2055364,15
1011,3382300,15
1012,1940438,20
1013,1389513,20
1014,1585569,15
1015,1504831,15
1016,2987108,15
1017,2613422,15
1019,1985010,15
1021,1226914,20
1022,2614856,15
1024,221711,15
1025,1572263,15
1026,827834,15
1027,2143665,20
1029,668770,15
1030,2643636,15
1031,1868918,15
1032,838618,15
1033,1639708,20
1034,1129605,15
1035,3147418,15
1036,2042218,20
1038,406446,20
1039,11052,15
1040,2573243,15
1041,1453822,15
1042,2020589,15
1044,1727267,15
1046,1323382,15
1048,2216237,15
1050,1646879,15
1052,443227,15
1053,2446265,15
1054,3161232,15
1055,2330932,20
1056,2799858,15
1058,1860271,15
1059,2406692,15
1060,3161966,15
1061,2071098,15
1063,295980,15
1065,1758679,15
1066,1510345,15
1067,300459,20
1068,1430544,15
1069,2109825,15
1070,1920482,15
1071,276012,15
1072,1438109,15
1073,1268099,15
1077,3039780,20
1078,393494,15
1079,595633,15
1080,2717227,15
1081,1922310,15
1084,2407138,15
1085,2341197,15
1086,604625,15
1088,1542868,15
1089,1111743,15
1090,526858,15
1091,51155,15
1093,1594212,15
1094,1598697,15
1095,327915,15
1099,2065685,15
1101,387140,15
1102,3135267,15
1104,2597353,15
1105,364097,20
1106,1461756,15
1107,437041,15
1110,1237525,15
1112,356584,15
1113,2999631,20
1114,1527770,15
1118,1081030,20
1120,1650233,15
1122,3409264,15
1123,564594,15
1128,2034086,15
1129,1663465,15
1130,2916351,15
1131,1678834,15
1132,659066,15
1133,1058980,15
1134,3367947,15
1136,2560858,15
1139,541039,20
1140,249702,15
1141,1186686,15
1142,1263386,15
1143,599773,20
1144,304668,15
1145,3392152,15
1146,2237430,15
1147,1725556,20
1150,1476764,15
1151,153579,20
1155,401928,15
1157,1489846,20
1158,796337,15
1162,1570737,15
1164,169422,15
1165,536324,15
1166,1787902,15
1167,3251213,20
1168,530588,15
1169,2479253,15
1170,2085716,15
1172,1123114,15
1173,5743,15
1176,2961500,15
1180,1843281,15
1181,998784,15
1184,1289473,15
1185,1463798,15
1186,472417,20
1187,723753,15
1188,580476,15
1189,2597017,15
1190,3025307,15
1192,1775170,15
1193,3130381,15
1195,856361,15
1197,1345715,20
1199,2085640,15
1200,1488101,15
1202,3335299,15
1204,1410397,15
1205,74399,15
1206,676514,15
1207,2140818,15
1208,2879697,20
1209,1503135,15
1210,2584515,15
1213,3250346,15
1214,1997605,15
1215,2652449,15
1216,2644015,15
1218,3094816,15
1219,164257,15
1220,1819621,15
1221,2561233,15
1222,2375630,15
1224,589930,15
1226,1896032,15
1227,729073,15
1228,692507,15
1229,2705713,15
1233,3184936,15
1234,471256,15
1239,2823840,15
1242,3145497,15
1243,874923,15
1244,201235,15
1246,3080461,15
1248,647535,15
1249,1098556,15
1250,2216089,15
1252,658472,15
1253,3261274,20
1254,3171516,15
1255,935344,15
1257,20440,15
1259,1644890,15
1260,2241245,15
1262,1175646,15
1265,2780794,15
1268,27339,15
1269,1142716,15
1270,1704859,15
1271,46340,15
1272,2551907,20
1273,796037,15
1274,1759648,15
1277,2856374,15
1278,245330,15
1280,1763204,15
1281,3103652,15
1283,1630533,15
1284,1962716,15
1287,1852170,15
1291,2416865,15
1292,2747933,20
1293,396304,15
1294,3077618,20
1295,510280,15
1297,2346976,15
1298,2339119,15
1299,336364,15
1300,1034882,15
1301,566254,15
1302,545704,15
1303,263184,15
1304,332326,15
1305,958796,15
1306,1269882,15
1308,1668533,15
1312,2799734,20
1313,1855656,15
1315,1448561,20
1317,648241,15
1318,1779225,20
1319,722928,15
1320,1008360,15
1321,1664214,20
1324,807060,20
1325,3229441,15
1331,1702096,20
1332,463215,15
1333,1304565,15
1334,1344515,15
1335,2125379,15
1336,917153,15
1338,596220,15
1342,3067161,15
1343,2871086,15
1344,2896211,15
1346,953496,15
1347,829949,15
1352,273406,15
1353,434628,15
1354,2235878,15
1356,1702162,15
1358,215214,15
1362,846363,15
1367,3164697,15
1368,2973176,15
1369,851913,15
1371,179410,15
1372,1728699,15
1374,1652731,15
1377,2334973,15
1378,2034042,20
1382,1471800,15
1383,193067,15
1387,2334410,15
1388,1213223,15
1391,832177,15
1392,1028182,15
1393,1243920,15
1394,1673616,15
1395,2674688,20
1397,3154969,15
1398,2873160,15
1399,633569,15
1400,398048,15
1401,2770748,15
1402,1432666,20
1403,2277161,15
1405,3288985,15
1406,302601,15
1407,1080176,15
1410,2074271,15
1412,2523174,15
1414,1377327,15
1418,2886510,15
1422,165289,15
1423,2609167,15
1425,265283,15
1426,1246060,15
1427,2155203,15
1428,1927184,15
1432,3031079,20
1435,559488,15
1436,3173206,15
1437,3183558,15
1439,3388271,15
1440,1619324,15
1442,875364,15
1443,2244136,15
1446,2912252,15
1447,1308481,15
1448,1506022,15
1449,158280,15
1451,3299516,15
1456,447970,15
1457,3069390,15
1458,3343542,15
1459,1742121,15
1461,633520,15
1462,605667,15
1465,2727200,15
1466,2431218,15
1468,304803,15
1470,484688,15
1472,3369593,15
1474,481964,15
1475,1801417,15
1476,1549331,15
1477,108525,15
1478,1015670,20
1479,1677999,15
1481,3202796,15
1482,269244,15
1483,1090155,20
1484,2395478,15
1486,2225736,20
1488,326537,15
1490,1251668,15
1491,1300165,15
1492,2425574,15
1494,764206,15
1495,3108123,15
1497,615528,15
1498,1634309,20
1499,396595,15
1500,1335062,20
1503,482685,15
1504,1995260,15
1505,1144293,15
1507,1847349,15
1508,1836327,15
1510,2493959,20
1512,1558696,15
1513,2561906,15
1515,1651505,15
1518,143169,15
1519,1484526,15
1521,460882,15
1522,1389833,20
1524,151581,15
1525,1937526,15
1527,220180,15
1528,3418665,15
1529,3047386,15
1530,2306059,15
1531,1115143,15
1533,623937,20
1534,537303,15
1536,1339827,15
1537,2604897,15
1538,2380094,15
1539,461114,15
1540,6695,15
1541,2690545,15
1542,779069,15
1543,1798022,15
1545,3280882,15
1546,2669429,15
1550,2005577,15
1551,2053270,15
1552,1973682,15
1553,2202416,20
1555,540476,15
1556,1708449,15
1557,562359,15
1559,497663,15
1562,317537,15
1565,2305382,15
1566,1829993,15
1567,186342,15
1568,1758197,15
1570,277582,15
1571,1170421,20
1574,3188385,15
1575,512447,15
1577,2016183,15
1578,1954768,15
1579,348734,15
1580,1357424,15
1583,268712,15
1584,1246879,15
1586,774145,15
1587,886214,15
1591,3401644,15
1592,1460376,20
1593,3288870,20
1595,1783688,20
1597,1932859,15
1599,2864672,15
1600,2491974,15
1601,248747,15
1602,1202825,15
1604,629718,15
1606,289472,15
1607,2538136,15
1609,1125090,15
1611,3297423,15
1612,376933,15
1613,431854,15
1614,1500774,15
1617,3050274,15
1619,1639235,15
1621,2416904,15
1622,552695,15
1624,2789450,15
1625,1368225,15
1626,3383671,15
1628,3341496,15
1629,3009052,15
1631,3313010,20
1632,2254592,15
1633,1409183,15
1635,608020,15
1638,1935242,15
1639,1564186,15
1640,2065616,15
1641,3237574,20
1642,2307480,15
1643,1223773,15
1644,1082244,20
1646,3274492,15
1648,1631034,15
1652,2903282,20
1653,1517647,15
1654,2163264,20
1656,500855,15
1657,425334,15
1660,1174747,15
1662,76113,15
1667,1299233,20
1668,822491,15
1669,902420,15
1671,960700,15
1673,1803298,15
1675,2052098,15
1678,1957415,15
1679,1580605,15
1680,2990557,15
1681,2721390,20
1682,3194255,15
1683,2107602,20
1685,1436838,15
1686,1553910,15
1687,2866488,20
1688,3330371,15
1690,14970,15
1691,2834777,15
1692,1298513,15
1694,2760304,15
1698,1553004,15
1700,416516,15
1701,1898012,15
1702,101843,15
1703,2014326,15
1704,1867462,15
1705,1881604,15
1706,2400137,15
1707,2728888,15
1708,2679501,15
1709,1773032,15
1710,1027034,15
1711,163679,20
1712,1917563,15
1715,2640820,20
1717,2449317,15
1719,57889,15
1720,2453652,15
1721,894711,15
1722,1820848,15
1723,3336718,15
1724,3218537,20
1725,3289681,15
1728,317803,15
1729,972022,15
1730,490186,15
1731,1956311,15
1732,910121,15
1733,1999292,15
1735,2359414,15
1736,2684567,15
1737,3162003,15
1738,2312102,15
1742,2461141,15
1744,44208,15
1745,1970519,15
1746,962113,15
1747,799957,15
1748,1687224,15
1750,766690,20
1751,3276317,15
1752,2159341,15
1753,3335689,15
1755,30739,15
1756,1936522,15
1757,2690667,15
1758,1227928,20
1759,773433,15
1760,2750066,15
1762,605135,15
1763,3310456,15
1764,1665205,15
1766,449406,15
1767,583743,15
1768,3327885,15
1772,3303655,15
1773,3390062,15
1776,2777518,15
1777,1357889,15
1778,1271363,15
1779,1609350,15
1780,2733497,15
1781,953344,15
1783,1017184,15
1785,407451,20
1787,2010460,20
1788,2337257,15
1790,3090568,15
1791,1959430,15
1792,2125427,15
1793,1507357,15
1794,1533428,15
1796,1728833,15
1798,2827845,15
1801,2994726,15
1802,3128387,15
1803,1682034,15
1806,992168,15
1808,1014048,15
1809,1097996,20
1810,2362492,20
1811,2439174,15
1812,112732,20
1813,791162,15
1814,3217286,15
1815,3007225,15
1816,2545099,15
1818,2600873,20
1820,3261927,15
1822,1825343,15
1823,1956619,15
1825,533174,15
1827,961949,15
1829,1632990,15
1830,2077487,15
1832,1860290,15
1833,354702,15
1834,1351660,15
1835,942703,15
1836,3351504,15
1838,1873298,20
1839,2519194,15
1840,2853765,15
1843,2324814,15
1844,2486302,15
1845,1380158,15
1846,524333,15
1848,1766941,15
1849,628652,15
1850,3002092,20
1851,119472,15
1852,1701505,15
1853,2987778,20
1856,2823496,15
1857,3085479,15
1858,2996947,15
1859,178541,15
1863,1564802,15
1864,3059205,15
1867,1228928,15
1872,374806,15
1874,2586713,20
1876,1714656,15
1877,3118633,15
1879,2939441,15
1880,3009617,15
1882,1926246,15
1884,1979738,15
1885,1086428,15
1886,2490147,15
1890,332488,15
1891,2821394,15
1892,1349393,15
1893,1234443,15
1894,1635300,15
1895,3118486,15
1897,893162,15
1899,2895482,15
1900,1332864,15
1903,3315142,15
1904,112127,15
1908,656730,15
1914,846154,15
1918,2304978,15
1919,1279598,15
1921,2761238,15
1922,1838937,15
1923,362112,15
1924,1633498,15
1926,1398086,15
1928,3321673,15
1929,2713448,15
1931,1365633,15
1933,1911114,15
1935,2106319,20
1937,1773153,15
1938,183932,15
1940,1163865,15
1942,1929617,15
1944,3102893,15
1946,352729,15
1947,569211,15
1948,2813662,15
1949,3225584,20
1952,1100193,15
1953,3391428,15
1954,1231583,15
1956,103086,20
1957,3379094,15
1958,1696468,15
1959,2102995,15
1960,2845361,15
1962,329201,15
1963,1440983,20
1965,1250869,15
1967,2992254,15
1968,1998752,15
1969,221742,15
1970,2545948,15
1973,3236785,15
1974,1625859,15
1978,1763237,15
1979,2947672,20
1981,622151,15
1982,176355,15
1985,2227217,15
1986,1435886,15
1987,1249350,15
1988,1989979,15
1989,2302409,20
1990,126793,15
1991,753627,15
1995,344272,15
1998,3381233,15
1999,1502181,15
2000,2713679,15
2004,987813,15
2005,374531,20
2008,2466422,15
2010,1336754,15
2011,2619232,15
2012,718466,20
2013,3137173,15
2014,723482,15
2015,2997751,15
2017,604361,15
2018,2292656,15
2019,2457721,15
2020,1067531,15
2021,2982145,15
2022,2658681,15
2025,3085631,15
2026,306044,20
2027,1315069,15
2030,702416,15
2031,1036878,15
2032,2559116,15
2033,648020,15
2035,750590,15
2036,3395721,15
2037,612119,15
2038,846709,15
2039,2650635,15
2040,1084554,15
2041,1628567,15
2043,2178845,15
2044,1201550,15
2045,1228789,15
2046,3249228,15
2050,2170242,15
2053,1630821,15
2055,2009712,15
2056,2094515,15
2057,901415,15
2058,2635262,15
2060,2543917,20
2063,129926,15
2064,2511585,15
2067,1317906,15
2068,28696,15
2069,997480,15
2071,2651623,15
2072,278713,15
2073,2560829,15
2074,1415956,15
2076,1312596,15
2077,1086677,15
2078,2354169,15
2080,1254380,15
2081,2148784,15
2082,1720548,15
2085,140931,15
2086,3230232,15
2087,3023704,15
2089,1907607,15
2091,455035,15
2093,659909,15
2094,1769739,15
2097,3416966,15
2098,3331469,15
2099,1188813,15
2101,3107093,15
2103,501582,15
2105,3178892,15
2109,512343,15
2110,335044,15
2111,2218299,15
2113,300162,15
2116,134419,15
2118,2058713,15
2119,2799312,20
2120,2990314,15
2122,164788,15
2124,872361,15
2125,374606,15
2127,2868479,15
2128,428639,15
2129,3398449,15
2130,1306035,15
2131,2474551,15
2132,1871305,15
2133,2780038,15
2134,812023,15
2135,1915214,15
2136,1684359,15
2137,776848,15
2138,704344,15
2139,1169273,15
2140,1866082,15
2141,354180,15
2143,3001884,15
2145,2450313,15
2149,2250142,15
2150,2046274,15
2151,1008627,20
2152,1211369,15
2153,1165567,15
2156,4711,15
2157,1376142,15
2159,1289521,15
2160,2440998,20
2161,378564,15
2162,1629837,15
2165,2106068,15
2166,214187,15
2168,1554602,20
2169,1124637,15
2170,179504,15
2172,3278797,15
2175,3250752,15
2177,911951,15
2179,145985,15
2180,1177246,15
2182,1453091,15
2184,2460232,15
2185,3266010,15
2186,1242065,15
2187,646752,15
2189,1490598,15
2190,469780,15
2192,430749,15
2193,2065398,15
2194,1529138,15
2195,1261129,15
2196,2982167,15
2197,3051847,15
2198,2130592,15
2199,865712,15
2200,2102178,15
2201,760946,15
2204,819088,20
2205,2018860,15
2206,359518,20
2207,1732029,15
2210,901171,15
2212,2766487,15
2213,783074,20
2214,1003694,15
2216,1976922,15
2217,1836043,15
2219,1065495,15
2221,767323,15
2223,2734758,15
2226,1643858,15
2227,3231905,15
2228,1506044,15
2230,2534643,15
2234,2195465,15
2236,2701869,15
2237,303706,15
2238,1523961,15
2239,1347705,15
2241,852435,15
2242,1015146,15
2244,950032,15
2245,1106171,15
2246,3260987,15
2247,2117424,15
2248,1598521,15
2249,562888,15
2253,2783268,15
2254,232180,15
2255,2272909,20
2256,795152,15
2257,89254,15
2258,3264599,20
2259,779762,15
2260,3288371,15
2261,322872,15
2263,3287488,15
2266,1735168,15
2267,2688152,15
2268,2987256,20
2269,452984,15
2272,2164759,20
2273,2377021,15
2274,2053641,15
2275,3208416,15
2278,1888026,15
2281,1012214,15
2282,419128,20
2283,3356697,15
2284,1568848,15
2285,713987,15
2287,1501646,15
2289,1162526,15
2290,2484522,15
2299,1035438,15
2300,1021481,15
2301,348271,15
2302,929363,15
2303,1102552,15
2304,3334867,15
2305,1089396,15
2306,374748,15
2307,2877213,15
2308,1459930,15
2309,20018,15
2310,995001,15
2311,2861125,15
2312,2001237,15
2313,2614615,15
2314,1251956,15
2315,280037,15
2316,3411016,15
2317,3398797,20
2319,223255,15
2321,1809571,15
2322,3343119,20
2328,2373057,15
2330,340476,15
2332,2260878,15
2333,2228537,15
2337,3183098,15
2338,1091539,15
2339,2016450,15
2341,591499,15
2343,3277161,15
2344,572329,15
2345,952329,15
2346,1052691,15
2348,1678449,15
2349,2138164,15
2350,1822170,15
2352,2313176,15
2353,1758870,15
2354,2748224,15
2355,504629,15
2357,2660314,15
2359,1441408,15
2360,928669,20
2361,1991464,15
2362,1294149,15
2363,2177490,15
2364,371193,15
2365,2261233,15
2367,26611,15
2369,1989622,15
2370,3229042,20
2371,2335253,15
2373,1368523,15
2377,2805064,15
2378,2743972,15
2379,737719,20
2380,457786,15
2383,689584,15
2384,2895690,15
2386,539369,15
2388,543688,15
2391,497814,15
2393,512334,15
2395,1031481,15
2396,2484792,15
2397,772327,15
2399,1496873,15
2400,2024568,15
2401,2865637,20
2403,2398746,15
2405,456185,15
2406,451711,15
2407,1893317,15
2408,2703002,15
2409,1594674,15
2411,3017315,20
2412,1041511,15
2413,1947936,20
2415,3372129,15
2416,930324,15
2417,2394426,15
2419,1220152,15
2420,319031,20
2422,2950266,15
2423,2774867,20
2426,2681078,20
2427,147369,20
2428,1169294,15
2429,2272387,15
2431,1852279,15
2432,2395034,20
2434,2361096,15
2436,1057242,15
2438,1455404,15
2439,3130140,15
2440,3126308,20
2443,496950,15
2444,402738,15
2445,1086862,15
2447,1917261,15
2448,1966022,15
2449,1496080,15
2450,3143337,15
2451,2406823,15
2454,1890,15
2455,817343,15
2457,1209644,15
2459,1710271,20
2460,1745540,15
2463,2569180,15
2464,174976,15
2466,677693,15
2468,3363061,20
2469,1877053,15
2470,797735,15
2471,412840,15
2472,3168922,15
2473,2684178,15
2475,403604,15
2477,1074427,15
2479,987020,15
2480,1769075,15
2485,645412,15
2486,174063,15
2487,428001,20
2488,1056049,15
2489,825795,20
2490,1898428,15
2492,718184,15
2493,1507931,15
2494,2806411,15
2495,2614759,15
2497,82156,15
2498,336488,15
2499,54804,15
2500,231289,15
2501,1213787,15
2503,2677905,15
2504,288186,15
2505,3339983,15
2506,510999,15
2508,1706615,15
2510,2191599,15
2511,1117355,20
2512,1793342,15
2515,1676348,15
2516,2244854,20
2518,2477115,15
2519,918299,15
2521,1694924,15
2523,1955031,15
2524,739040,15
2525,3374364,15
2526,2217998,15
2528,2247613,15
2530,353756,20
2531,395469,15
2533,448754,15
2538,344077,15
2540,1450823,15
2541,3049683,15
2543,883056,15
2544,2155181,15
2546,2263190,15
2547,1914195,15
2550,1104396,15
2551,1642566,15
2552,785888,15
2553,1841480,15
2555,147343,15
2561,1961975,20
2562,3049964,15
2563,273586,15
2564,2719167,15
2565,3013604,15
2566,1457207,20
2567,1110216,15
2569,2110273,15
2570,3267554,15
2571,1617211,15
2572,1162820,20
2576,3231239,15
2577,2194307,20
2578,3408416,20
2579,1166716,15
2581,1737226,15
2582,2453693,20
2583,1793951,15
2584,2061663,15
2585,3113274,15
2586,1531177,15
2587,287119,20
2588,264061,15
2589,582419,15
2591,132246,15
2592,1078036,15
2595,227731,15
2596,1230287,20
2597,3150863,15
2602,919214,15
2603,328325,15
2604,577283,20
2605,1819437,15
2606,1059750,15
2607,2348544,15
2608,73861,15
2612,3379515,15
2613,1951006,15
2614,1173240,15
2616,563468,15
